異動,藥品代號,藥品英文名稱,藥品中文名稱,規格量,規格單位,單複方,參考價,有效起日,有效迄日,製造廠名稱,劑型,成份,ATC_CODE,
,AC24766100,”HETEL CAPSULES (CLOMIPHENE)””M.T.”””,賀得樂膠囊（可洛米分）,0,,單方,3.87,1110101,9991231,明大化學製藥股份有限,膠囊劑,CLOMIPHENE CITRATE,G03GB02,
,AC24772212,ORISANTIN INJECTION 5MG/ML (DIPYRIDAMOLE) ”ORIENTAL”,”東洲”維心定注射液５公絲/公撮（待匹力達）,2,ML,單方,15,1060201,9991231,東洲化學製藥廠股份有,注射劑,DIPYRIDAMOLE,B01AC07,
,AC24789100,ERYMYCIN CAPSULES 250MG (ERYTHROMYCIN ESTOLATE) ”VPP”,毅力黴素膠囊２５０公絲（紅絲菌素月桂硫酸醯）,0,,單方,1.74,1120701,9991231,榮民製藥股份有限公司,膠囊劑,ERYTHROMYCIN (ESTOLATE),J01FA01,
,AC247891G0,ERYMYCIN CAPSULES 250MG (ERYTHROMYCIN ESTOLATE) ”VPP”(鋁箔/膠箔),毅力黴素膠囊２５０公絲（紅絲菌素月桂硫酸醯）,0,,單方,2,1061001,9991231,榮民製藥股份有限公司,膠囊劑,ERYTHROMYCIN (ESTOLATE),J01FA01,
,AC24810100,WEIZAIN TABLETS ”HONTEN”,胃佳錠,0,,複方,1.5,1070601,9991231,豐田藥品股份有限公司,錠劑,ALUMINUM MAGNESIUM SILICATE+OXETHAZAINE,A02AX,
,AC24817100,BROTHINE TABLETS 2.5MG (TERBUTALINE SULFATE),喘舒寧錠2.5毫克（特必林）,0,,單方,1.5,1031201,9991231,元宙化學製藥股份有限,錠劑,TERBUTALINE SULFATE,R03CC03,
,AC248171G0,BROTHINE TABLETS 2.5MG (TERBUTALINE SULFATE)(鋁箔/膠箔),喘舒寧錠２．５毫克（特必林）,0,,單方,2,1080801,9991231,元宙化學製藥股份有限,錠劑,TERBUTALINE SULFATE,R03CC03,
,AC24837100,”TONIFEN F.C. TABLETS 500MG (MEFENAMIC ACID) ”” ROYAL ”””,痛立惠膜衣錠５００公絲（每非那）,0,,單方,1.5,1040401,9991231,皇佳化學製藥股份有限,膜衣錠,MEFENAMIC ACID,M01AG01,
,AC248371G0,”TONIFEN F.C. TABLETS 500MG (MEFENAMIC ACID) ”” ROYAL ”””,痛立惠膜衣錠５００公絲（每非那）,0,,單方,2,1040401,9991231,皇佳化學製藥股份有限,膜衣錠,MEFENAMIC ACID,M01AG01,
,AC24838100,RIFAMPICIN CAPSULES,瑞比新膠囊（立汎黴素）,0,,單方,8.1,1031201,9991231,元宙化學製藥股份有限,膠囊劑,RIFAMPIN (= RIFAMPICIN) (=RIMACTAN),J04AB02,
,AC24841100,CLOMIPHENE CAPSULES 50MG ”Y.C.”,”元宙”樂妊芬膠囊50毫克（可洛米分）,0,,單方,3.87,1110101,9991231,元宙化學製藥股份有限,膠囊劑,CLOMIPHENE CITRATE,G03GB02,
,AC24843100,CHIMIN TABLETS 0.5MG ”Y.C.” (BETAMETHASONE),”元宙”吉敏錠0.5毫克（貝皮質醇）,0,,單方,1.5,1031201,9991231,元宙化學製藥股份有限,錠劑,BETAMETHASONE,H02AB01,
,AC24866100,HYTERGEN TABLETS 1.5MG ”Y.C.”,”元宙”腦立健錠1.5毫克（待赫果信）,0,,單方,1.5,1080401,9991231,元宙化學製藥股份有限,錠劑,DIHYDROERGOTOXINE METHANESULFONATE,C04AE01,
,AC24885100,ANXIEDIN TABLETS 1MG (LORAZEPAM),”優良” 安靜錠1毫克（樂耐平）,0,,單方,1.5,1040101,9991231,優良化學製藥股份有限,錠劑,LORAZEPAM,N05BA06,
,AC248851G0,ANXIEDIN TABLETS 1MG (LORAZEPAM)(鋁箔/膠箔),”優良” 安靜錠1毫克（樂耐平）,0,,單方,2,1040101,9991231,優良化學製藥股份有限,錠劑,LORAZEPAM,N05BA06,
,AC24888100,CEFLEXIN CAPSULES 500MG (CEPHALEXIN),”榮民” 賜復力生膠囊500毫克,0,,單方,1.78,1070501,9991231,榮民製藥股份有限公司,膠囊劑,CEPHALEXIN (MONOHYDRATE),J01DB01,
,AC248881G0,CEFLEXIN CAPSULES 500MG (CEPHALEXIN),”榮民” 賜復力生膠囊500毫克,0,,單方,2,1031001,9991231,榮民製藥股份有限公司,膠囊劑,CEPHALEXIN (MONOHYDRATE),J01DB01,
,AC24894100,E-BUTOL F.C. TABLETS 400MG,醫肺必妥膜衣錠400毫克,0,,單方,3.97,1100701,9991231,培力國際醫藥股份有限,膜衣錠,ETHAMBUTOL HCL,J04AK02,
,AC24936100,ERGODAN F.C. TABLETS,益汝朗膜衣錠,0,,複方,1.5,1031201,9991231,天下藥品股份有限公司,膜衣錠,CAFFEINE+ERGOTAMINE TARTRATE,N02CA52,
,AC24937100,ENBRAIN TABLETS 1.5MG (DIHYDROERGOTOXINE MESYLATE),”””安樂牌””宜腦脈錠１．５公絲（待赫果信）”,0,,單方,1.5,1080401,9991231,衛肯生技製藥股份有限,錠劑,DIHYDROERGOTOXINE METHANESULFONATE,C04AE01,
,AC24943100,LORAPAM TABLETS 1MG,樂得平錠１毫克（樂耐平）,0,,單方,1.5,1031201,9991231,衛肯生技製藥股份有限,錠劑,LORAZEPAM,N05BA06,
,AC249431G0,LORAPAM TABLETS 1MG(鋁箔/膠箔),樂得平錠１毫克（樂耐平）,0,,單方,2,1080601,9991231,衛肯生技製藥股份有限,錠劑,LORAZEPAM,N05BA06,
,AC24944100,SPIRZIDE TABLETS,使血淨錠,0,,複方,1.5,1031201,9991231,天下藥品股份有限公司,錠劑,HYDRALAZINE HCL+HYDROCHLOROTHIAZIDE+RESERPINE,C02LA51,
,AC24952209,DEXAMETHASONE INJECTION 4MG ”Y.Y.”,〝應元〞得美松注射液4公絲,1,ML,單方,15,1021001,9991231,應元化學製藥股份有限,注射劑,DEXAMETHASONE PHOSPHATE (SODIUM),H02AB02,
,AC24952212,DEXAMETHASONE INJECTION 4MG/ML ”Y.Y.”,”應元”得美松注射液4毫克/毫升,2,ML,單方,16.6,1120401,9991231,應元化學製藥股份有限,注射劑,DEXAMETHASONE PHOSPHATE (SODIUM),H02AB02,
,AC24957100,ISCAN F.C. TABLETS 200MG (CIMETIDINE) ”SPC”,”信隆”胃適康膜衣錠２００公絲（希每得定）,0,,單方,1.5,1050801,9991231,信隆藥品工業股份有限,膜衣錠,CIMETIDINE,A02BA01,
,AC24961212,T.T.Y. COLIMYCIN INJECTION 2000000 U (COLISTIN METHANESULFONATE),〝台灣東洋〞克痢黴素注射劑200萬單位（可麗基美壽）,2,MU,單方,314,1061001,9991231,台灣東洋藥品工業股份,乾粉注射劑,STERILE SODIUM COLISTIN METHANESULFONATE,J01XB01,
,AC24964100,MORCASIN TABLETS ”SINPHAR”,”杏輝”孟克杏錠,0,,複方,1.5,1010401,9991231,杏輝藥品工業股份有限,錠劑,SULFAMETHOXAZOLE+TRIMETHOPRIM,J01EE01,
,AC249641G0,MORCASIN TABLETS ”SINPHAR”,”杏輝”孟克杏錠,0,,複方,2,1010301,9991231,杏輝藥品工業股份有限,錠劑,SULFAMETHOXAZOLE+TRIMETHOPRIM,J01EE01,
,AC24974100,MERIS SC TABLETS (BETAHISTINE),”正和”敏舒糖衣錠（布他米雷特）,0,,單方,1.5,1030201,9991231,正和製藥股份有限公司,糖衣錠,BETAHISTINE MESYLATE,N07CA01,
,AC24986265,GLYCEROL INJECTION ”N.K.”,”南光” 固利壓注射液,250,ML,複方,67,1120401,9991231,南光化學製藥股份有限,注射劑,FRUCTOSE (=LAEVULOSE)+GLYCERIN (=GLYCEROL)+SODIUM CHLORIDE,B05BC92,
,AC24986266,GLYCEROL INJECTION ”N.K.”,”南光” 固利壓注射液,300,ML,複方,67,1120401,9991231,南光化學製藥股份有限,注射劑,FRUCTOSE (=LAEVULOSE)+GLYCERIN (=GLYCEROL)+SODIUM CHLORIDE,B05BC92,
,AC24986277,GLYCEROL INJECTION ”N.K.”,”南光” 固利壓注射液,500,ML,複方,75,1110101,9991231,南光化學製藥股份有限,注射劑,FRUCTOSE (=LAEVULOSE)+GLYCERIN (=GLYCEROL)+SODIUM CHLORIDE,B05BC92,
,AC24987100,Cendmycin  Capsules  500mg (Cefadroxil),先達黴素膠囊500毫克(西華杜西),0,,單方,2.1,1120401,9991231,健喬信元醫藥生技股份,膠囊劑,CEFADROXIL (MONOHYDRATE),J01DB05,
,AC24991100,DIPHENIDOL S.C.TABLETS 25MG ”C.H”,”正和”敵暈尼朵糖衣錠２５公絲,0,,單方,1.5,1031001,9991231,正和製藥股份有限公司,糖衣錠,DIPHENIDOL HCL,N07CA,
,AC24995100,TACRETON TABLETS 200MG ”HL”,”華琳”泰潰通錠２００毫克,0,,單方,1.5,1051001,9991231,華琳實業有限公司,錠劑,CIMETIDINE,A02BA01,
,AC25015238,SANVITA INJECTION ”ASTAR”,參維他注射液,20,ML,複方,15,1061201,9991231,安星製藥股份有限公司,注射劑,HYDROXOCOBALAMIN+PYRIDOXINE HCL+THIAMINE DISULFIDE,B05XC,
,AC25017100,YULANTYL TABLETS ”TAI YU”,”台裕” 裕治爛兒錠,0,,複方,1.5,1040401,9991231,臺裕化學製藥廠股份有,錠劑,ALUMINUM HYDROXIDE DRIED GEL+MAGNESIUM OXIDE,A02AG,
,AC25020100,ERYSTAC CAPSULES 250MG (ERYTHROMYCIN STEARATE) ”KINGDOM”,”景德”愛斯得膠囊２５０公絲（紅絲菌素硬脂酸鹽）,0,,單方,1.74,1120701,9991231,健喬信元醫藥生技股份,膠囊劑,ERYTHROMYCIN (STEARATE),J01FA01,
,AC25025100,NYSTATIN TABLETS 500000 UNITS ”Y.C.”,”元宙”妮泰錠50萬單位（耐絲菌素）,0,,單方,2.61,1120401,9991231,元宙化學製藥股份有限,錠劑,NYSTATIN,A07AA02,
,AC25058100,VANCONIN TABLETS 2MG (DIAZEPAM) ”VPP”,煩可寧錠２公絲（二氮平）,0,,單方,1.5,1030801,9991231,榮民製藥股份有限公司,錠劑,DIAZEPAM,N05BA01,
,AC250581G0,VANCONIN TABLETS 2MG (DIAZEPAM) ”VPP”   (鋁箔/膠箔),煩可寧錠２公絲（二氮平）,0,,單方,2,1030801,9991231,榮民製藥股份有限公司,錠劑,DIAZEPAM,N05BA01,
,AC25061100,MEPENATE TABLETS,美達樂錠25毫克,0,,單方,1.5,1031201,9991231,天下生物科技股份有限,錠劑,MEPENZOLATE BROMIDE,A03AB12,
,AC25079100,COMBICILLIN CAPSULES ”C.R.”,康保西林膠囊,0,,複方,3.64,1120401,9991231,中菱醫藥有限公司,膠囊劑,AMPICILLIN (TRIHYDRATE)+DICLOXACILLIN (SODIUM MONOHYDRATE),J01CR50,
,AC25083100,UCEFA CAPSULES 500MG (CEFADROXIL),優克黴素膠囊５００公絲（西華卓西）,0,,單方,2.1,1120401,9991231,優良化學製藥股份有限,膠囊劑,CEFADROXIL (MONOHYDRATE),J01DB05,
,AC25095100,”WINTIDINE TABLETS 200MG (CIMETIDINE) ””WINSTON”,胃得鎮錠 200公絲 (希每得定),0,,單方,1.5,1040401,9991231,溫士頓醫藥股份有限公,錠劑,CIMETIDINE,A02BA01,
,AC25096100,DIAZEPAM TABLETS 2MG,待爾靜錠２毫克,0,,單方,1.5,1031201,9991231,衛肯生技製藥股份有限,錠劑,DIAZEPAM,N05BA01,
,AC250961G0,DIAZEPAM TABLETS 2MG(鋁箔/膠箔),待爾靜錠２毫克,0,,單方,2,1080601,9991231,衛肯生技製藥股份有限,錠劑,DIAZEPAM,N05BA01,
,AC25110100,DEXTROLAMINE CAPSULES ”S.C.”,咳德膠囊,0,,複方,1.5,1010201,9991231,十全實業股份有限公司,膠囊劑,DEXTROMETHORPHAN HBR+GUAIACOL GLYCERYL ETHER (=GUAIFENESIN),R05DA,
,AC25118100,NEUROPAM TABLETS 2MG (LORAZEPAM)”PANBIOTIC”,”台灣汎生”樂得靜錠２公絲（樂必寧）,0,,單方,1.5,1110801,9991231,臺灣汎生製藥廠股份有,錠劑,LORAZEPAM,N05BA06,
,AC251181G0,NEUROPAM TABLETS 2MG (LORAZEPAM) ”PANBIOTIC”(鋁箔/膠箔),”台灣汎生”樂得靜錠２公絲（樂必寧）,0,,單方,2,1101001,9991231,臺灣汎生製藥廠股份有,錠劑,LORAZEPAM,N05BA06,
,AC25128417,GENTAMYCIN OPHTH. OINTMENT 3MG/GM ”GCPC”,”人人”紫菌素眼用軟膏３公絲/公克,3.5,GM,單方,17.9,1120401,9991231,人人化學製藥股份有限,點眼膏劑,GENTAMICIN (SULFATE),S01AA11,
,AC25128421,GENTAMYCIN OPHTH. OINTMENT 3MG/GM ”GCPC”,”人人”紫菌素眼用軟膏３公絲/公克,5,GM,單方,21.9,1120401,9991231,人人化學製藥股份有限,點眼膏劑,GENTAMICIN (SULFATE),S01AA11,
,AC25130100,NOFLAGMA CAPSULES 50MG (LYSOZYME) ”YUNG SHIN”,化炎膠囊５０公絲（來縮酵素）,0,,單方,1.5,1001201,9991231,永信藥品工業股份有限,膠囊劑,LYSOZYME (CHLORIDE),V03AX,
,AC25159100,GRIFUCIN TABLETS 500MG,克黴星錠５００毫克（灰黴素）,0,,單方,2.66,1061201,9991231,嘉林藥品有限公司,錠劑,GRISEOFULVIN,D01BA01,
,AC25163100,DECA TABLETS 0.75MG (DEXAMETHASONE) ”S.T.”,”世達”力克錠０．７５公絲（迪皮質醇）,0,,單方,1.5,1041201,9991231,世達藥品工業股份有限,錠劑,DEXAMETHASONE,H02AB02,
,AC25191100,WINSUMIN F.C. TABLETS 50MG (CHLORPROMAZINE HCL),穩舒眠膜衣錠５０毫克（鹽酸氯苯口塞口井）,0,,單方,1.5,1001201,9991231,強生化學製藥廠股份有,膜衣錠,CHLORPROMAZINE HCL,N05AA01,
,AC25195100,DYPHACOL TABLETS,敵喘咳錠,0,,複方,1.5,1101001,9991231,臺灣汎生製藥廠股份有,錠劑,DYPHYLLINE(=DIHYDROXYPROPYL-THEOPHYLLINE)+GUAIACOL GLYCERYL ETHER (=GUAIFENESIN),R03DA51,
,AC25196100,Easygo Tablets ”S.D.”,易治胃錠,0,,複方,1.5,1041201,9991231,世達藥品工業股份有限,錠劑,ALUMINUM SILICATE+OXETHAZAINE,A02AX,
,AC25201100,TECON CAPSULES 10MG (PIROXICAM) ”PANBIOTIC”,”台灣汎生” 得康膠囊１０毫克（匹洛卡）,0,,單方,1.5,1070201,9991231,臺灣汎生製藥廠股份有,膠囊劑,PIROXICAM,M01AC01,
,AC25202100,FELCAM CAPSULES 10MG (PIROXICAM),痛普治膠囊１０公絲（匹洛卡）,0,,單方,1.5,1040401,9991231,皇佳化學製藥股份有限,膠囊劑,PIROXICAM,M01AC01,
,AC25217500,ANTIFUNGAL VAGINAL TABLETS 100MG ”S.C.” (MICONAZOLE),”十全” 抗黴陰道錠100毫克（邁可那挫）,0,,單方,5,1110101,9991231,十全實業股份有限公司,陰道錠,MICONAZOLE NITRATE,G01AF04,
,AC25223100,TOEEFON TABLETS 250MG (MEFENAMIC ACID) ”T.F.”,”大豐”痛炎好錠２５０公絲（每非那）,0,,單方,1.5,1030801,9991231,大豐製藥股份有限公司,錠劑,MEFENAMIC ACID,M01AG01,
,AC25224100,Oribira Tablets,歐力彼樂錠,0,,複方,4.58,1070501,9991231,星寶國際股份有限公司,錠劑,COLCHICINE+PROBENECID,M04A,
,AC25230100,DOGWEISU CAPSULES 50MG (SULPIRIDE),”豐田”得胃舒膠囊５０毫克（舒比樂）,0,,單方,1.52,1120401,9991231,豐田藥品股份有限公司,膠囊劑,SULPIRIDE,N05AL01,
,AC252301G0,DOGWEISU CAPSULES 50MG (SULPIRIDE)(鋁箔/膠箔),”豐田”得胃舒膠囊５０毫克（舒比樂）,0,,單方,2,1070601,9991231,豐田藥品股份有限公司,膠囊劑,SULPIRIDE,N05AL01,
,AC25231100,KETOEN CAPSULES 50MG (KETOPROFEN) ”SPC”,克多炎膠囊５０公絲（可多普洛菲）,0,,單方,1.56,1120401,9991231,信隆藥品工業股份有限,膠囊劑,KETOPROFEN,M01AE03,
,AC25243100,ERGOXIN TABLETS 1.5MG (DIHYDROERGOTOXINE METHANESULFONATE) ”S.C.”,”十全”益爾生錠１．５公絲（待赫果信）,0,,單方,1.5,1080401,9991231,十全實業股份有限公司,錠劑,DIHYDROERGOTOXINE METHANESULFONATE,C04AE01,
,AC252431G0,ERGOXIN TABLETS 1.5MG ”S.C.” (DIHYDROERGOTOXINE METHANESULFONATE) (鋁箔/膠箔),”十全”益爾生錠１．５公絲（待赫果信）(鋁箔/膠箔),0,,單方,2,1011001,9991231,十全實業股份有限公司,錠劑,DIHYDROERGOTOXINE METHANESULFONATE,C04AE01,
,AC25244100,LIKODIN CAPSULES 500MG ”SWISS” (CEFADROXIL),”瑞士”力克定膠囊５００公絲（西華卓西）,0,,單方,2.1,1120401,9991231,瑞士藥廠股份有限公司,膠囊劑,CEFADROXIL (MONOHYDRATE),J01DB05,
,AC25254100,LYSOZYME TABLETS 90MG ”S.C.”,”十全” 縮錠９０公絲（來縮酵素）,0,,單方,1.5,1010201,9991231,十全實業股份有限公司,錠劑,LYSOZYME (CHLORIDE),V03AX,
,AC25272100,DIPYRIDAMOLE S.C. TABLETS 25MG ”C.H.”,”正和”得利達蒙糖衣錠２５公絲（待匹力達）,0,,單方,1.5,1021201,9991231,正和製藥股份有限公司,糖衣錠,DIPYRIDAMOLE,B01AC07,
,AC25273100,DOCOLER TABLETS 250MG ”Y.Y.”,”應元”泌尿優錠250毫克,0,,單方,3.38,1120401,9991231,應元化學製藥股份有限,錠劑,PIPEMIDIC ACID,J01MB04,
,AC25279100,SUPERZYME TABLETS 90MG,佑速朗錠９０毫克,0,,單方,1.5,1040201,9991231,健喬信元醫藥生技股份,錠劑,LYSOZYME (CHLORIDE),V03AX,
,AC25290100,PIROX CAPSULES 10MG ”Y.C.”(PIROXICAM),”元宙”離炎膠囊10毫克（匹若卡）,0,,單方,1.5,1031201,9991231,元宙化學製藥股份有限,膠囊劑,PIROXICAM,M01AC01,
,AC252901G0,PIROX CAPSULES 10MG ”Y.C.” (PIROXICAM)(鋁箔/膠箔),”元宙”離炎膠囊10毫克（匹若卡）,0,,單方,2,1080801,9991231,元宙化學製藥股份有限,膠囊劑,PIROXICAM,M01AC01,
,AC25291329,SEEDO-SANIN CREAM,喜多癬寧乳膏,10,GM,複方,18.2,1120401,9991231,明德製藥股份有限公司,乳膏劑,ECONAZOLE NITRATE+TRIAMCINOLONE ACETONIDE,D01AC20,
,AC25291335,SEEDO-SANIN CREAM,喜多癬寧乳膏,15,GM,複方,30.1,1120401,9991231,明德製藥股份有限公司,乳膏劑,ECONAZOLE NITRATE+TRIAMCINOLONE ACETONIDE,D01AC20,
,AC25301100,OXO CAPSULES ”YUNG SHIN” (OXOLAMINE CITRATE),旺舒膠囊（檸檬酸歐咳拉命）,0,,單方,1.5,1001201,9991231,永信藥品工業股份有限,膠囊劑,OXOLAMINE CITRATE,R05DB07,
,AC253011G0,OXO CAPSULES (OXOLAMINE CITRATE) ”YUNG SHIN”(鋁箔/膠箔),旺舒膠囊（檸檬酸歐咳拉命）,0,,單方,2,1030801,9991231,永信藥品工業股份有限,膠囊劑,OXOLAMINE CITRATE,R05DB07,
,AC25314100,NIFLUCIL CAPSULES 250MG ”Y.C.” (NIFLUMIC ACID),”元宙”克節痛膠囊２５０毫克（尼福密）,0,,單方,2.34,1120401,9991231,元宙化學製藥股份有限,膠囊劑,NIFLUMIC ACID,M01AX02,
,AC25316100,TRANEXMIN CAPSULES 250MG ”CHINTENG” (TRANEXAMIC ACID),”井田” 滯血敏膠囊250毫克（妥內散敏）,0,,單方,1.5,1060401,9991231,井田國際醫藥廠股份有,膠囊劑,TRANEXAMIC ACID,B02AA02,
,AC253161G0,TRANEXMIN CAPSULES 250MG ”CHINTENG” (TRANEXAMIC ACID)(鋁箔/膠箔),”井田”滯血敏膠囊２５０毫克（妥內散敏）,0,,單方,2,1030801,9991231,井田國際醫藥廠股份有,膠囊劑,TRANEXAMIC ACID,B02AA02,
,AC25349100,LICOTIN-A CAPSULES ”YUNG CHI”,”永吉”利咳治複合膠囊,0,,複方,1.5,1061001,9991231,永吉製藥股份有限公司,膠囊劑,DEXTROMETHORPHAN HBR+LYSOZYME CHLORIDE+POTASSIUM CRESOLSULFONATE,R05FA02,
,AC25355266,FRUCEROL INJECTION,福樂多注射液,300,ML,複方,67,1120401,9991231,杏林新生製藥股份有限,注射劑,FRUCTOSE (=LAEVULOSE)+GLYCERIN (=GLYCEROL)+SODIUM CHLORIDE,B05BC92,
,AC25355277,FRUCEROL INJECTION,福樂多注射液,500,ML,複方,75,1110101,9991231,杏林新生製藥股份有限,注射劑,FRUCTOSE (=LAEVULOSE)+GLYCERIN (=GLYCEROL)+SODIUM CHLORIDE,B05BC92,
,AC25365100,”ESIDAR S.C. TABLETS ””M.T.”””,舒血平糖衣錠,0,,複方,1.5,1040401,9991231,明大化學製藥股份有限,糖衣錠,HYDRALAZINE HCL+HYDROCHLOROTHIAZIDE,C02LA51,
,AC253651G0,”ESIDAR S.C. TABLETS ””M.T.””(鋁箔/膠箔)”,舒血平糖衣錠,0,,複方,2,1040401,9991231,明大化學製藥股份有限,糖衣錠,HYDRALAZINE HCL+HYDROCHLOROTHIAZIDE+RESERPINE,C02LA51,
,AC25396100,MEFETON F.C. TABLETS 500MG,美惠痛膜衣錠５００毫克（每非那）,0,,單方,1.5,1040801,9991231,福元化學製藥股份有限,膜衣錠,MEFENAMIC ACID,M01AG01,
,AC253961G0,MEFETON F.C. TABLETS 500MG (MEFENAMIC ACID)(鋁箔/膠箔),美惠痛膜衣錠５００毫克（每非那）,0,,單方,2,1100501,9991231,福元化學製藥股份有限,膜衣錠,MEFENAMIC ACID,M01AG01,
,AC253961G5,MEFETON F.C. TABLETS 500MG (MEFENAMIC ACID)(84粒/瓶裝),美惠痛膜衣錠５００毫克（每非那）,0,,單方,2,1100501,9991231,福元化學製藥股份有限,膜衣錠,MEFENAMIC ACID,M01AG01,
,AC25406100,PERANSIN F.C. TABLETS 75MG (DIPYRIDAMOLE) ”C.H.”,”正和”保爾心膜衣錠７５公絲,0,,單方,1.58,1110101,9991231,正和製藥股份有限公司,膜衣錠,DIPYRIDAMOLE,B01AC07,
,AC25426212,PYRIDOXAL PHOSPHATE INJECTION 10MG/ML ”Y.Y.”,〝應元〞美海斯注射液10公絲 \公撮（磷酸比多辛）,2,ML,單方,15,1030801,9991231,應元化學製藥股份有限,注射劑,PYRIDOXAL 5-PHOSPHATE,A11HA06,
,AC25427100,DISOPYRAMIDE CAPSULES 100MG ”F.Y.”,”福元”心達寧膠囊１００毫克,0,,單方,5,1040801,9991231,福元化學製藥股份有限,膠囊劑,DISOPYRAMIDE,C01BA03,
,AC25443100,KONSHIEN CAPSULES ”YU SHENG”,康治炎膠囊（匹洛卡）,0,,單方,1.5,1030201,9991231,優生製藥廠股份有限公,膠囊劑,PIROXICAM,M01AC01,
,AC25446100,PIROXIM CAPSULES 10MG (PIROXICAM) ”STANDARD”,必樂信膠囊１０公絲（匹洛卡）,0,,單方,1.5,1001201,9991231,生達化學製藥股份有限,膠囊劑,PIROXICAM,M01AC01,
,AC254461G0,PIROXIM CAPSULES 10MG (PIROXICAM) ”STANDARD” (鋁箔/膠箔),必樂信膠囊１０公絲（匹洛卡）(鋁箔/膠箔),0,,單方,2,1001201,9991231,生達化學製藥股份有限,膠囊劑,PIROXICAM,M01AC01,
,AC25447100,ANSRON FILM COATED TABLETS 100MG,”元宙”安濕風膜衣錠１００毫克（賜芬匹落）,0,,單方,3.54,1110101,9991231,元宙化學製藥股份有限,膜衣錠,SULFINPYRAZONE,M04AB02,
,AC25449114,AMIYU GRANULES,安命優顆粒,2.5,GM,複方,13.9,1040401,9991231,中國化學製藥股份有限,內服顆粒劑,HISTIDINE HCL+ISOLEUCINE L-+LEUCINE L-+LYSINE HCL+METHIONINE L-+TRYPTOPHAN L-,V06DD,
,AC25452100,ZUCON TABLETS 25MG ”Y.Y.” (DICLOFENAC),”應元”溼康錠25公絲（待克那菲）,0,,單方,1.5,1021001,9991231,應元化學製藥股份有限,錠劑,DICLOFENAC SODIUM,M01AB05,
,AC25456100,”HOWELL TABLETS 100MG ””WELCAN”” (DIHYDROXY ALUMINUM ALLANTOINATE)”,”””衛肯””好胃錠100毫克（雙羥鋁蘆薈生僉） ”,0,,單方,1.5,1031201,9991231,衛肯生技製藥股份有限,錠劑,ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA),A02AB92,
,AC25460100,TRANEXAMIC ACID 250MG CAPSULES,”國信”妥內散敏膠囊２５０公絲,0,,單方,1.5,1090601,9991231,國信藥品股份有限公司,膠囊劑,TRANEXAMIC ACID,B02AA02,
,AC25466100,LEVAZOL TABLETS 40MG ”S.D.” (LEVAMISOLE),力維舒錠40毫克（樂瓦米索),0,,單方,2.16,1120401,9991231,世達藥品工業股份有限,錠劑,LEVAMISOLE (HCL),P02CE01,
,AC25467100,LYZINE TABLETS 50MG ”S.D.” (LYSOZYME),”世達”利淨錠５０毫克（來縮酵素）,0,,單方,1.5,1041201,9991231,世達藥品工業股份有限,錠劑,LYSOZYME (CHLORIDE),V03AX,
,AC25485209,”DEXTROSE 5% AND SODIUM CHLORIDE 0.225% INJECTION ””Y.F.”””,葡萄糖5%食鹽水0.225%注射液,1,L (LIT,複方,35,1060401,9991231,永豐化學工業股份有限,注射劑,SODIUM CHLORIDE,B05BB02,
,AC25485277,”DEXTROSE 5% AND SODIUM CHLORIDE 0.225% INJECTION ””Y.F.”””,葡萄糖5%食鹽水0.225%注射液,500,ML,複方,25,1040101,9991231,永豐化學工業股份有限,注射劑,SODIUM CHLORIDE,B05BB02,
,AC25504421,YECOLON ORABESE (TRIAMCINOLONE),元克隆口內膏（安西諾隆）,5,GM,單方,28.4,1031201,9991231,元宙化學製藥股份有限,口內膏,TRIAMCINOLONE (ACETONIDE),A01AC01,
,AC25504423,YECOLON ORABASE (TRIAMCINOLONE),”元宙”元克隆口內膏（安西諾隆）,6,GM,單方,35.8,1120401,9991231,元宙化學製藥股份有限,口內膏,TRIAMCINOLONE (ACETONIDE),A01AC01,
,AC25517100,THECOUGHEN TABLETS ”T.F.”,”大豐”咳喘順錠,0,,複方,1.5,1030801,9991231,大豐製藥股份有限公司,錠劑,CHLORPHENIRAMINE MALEATE+DIPROPHYLLINE+METHYLEPHEDRINE HCL,R03DB01,
,AC25525100,KODERLIN TABLETS ”MEIDER”,”明德” 咳得寧錠,0,,複方,1.5,1040101,9991231,明德製藥股份有限公司,錠劑,CODEINE PHOSPHATE+GLYCYRRHIZA EXTRACT+GUAIACOL GLYCERYL ETHER (=GUAIFENESIN)+METHYLEPHEDRINE DL- HCL+SENEGA EXTRACT,R05FA02,
